TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),hour,Hour
2017-09-28 09:00:00,15.43,28.91,149.2,9,0 days 09:00:00.000000000
2017-09-28 10:00:00,13.41,20.13,86.51,10,0 days 10:00:00.000000000
2017-09-28 11:00:00,7.26,10.88,48.6,11,0 days 11:00:00.000000000
2017-09-28 12:00:00,4.57,7.47,39.85,12,0 days 12:00:00.000000000
2017-09-28 13:00:00,3.96,6.28,35.56,13,0 days 13:00:00.000000000
2017-09-28 14:00:00,5.7,8.79,33.36,14,0 days 14:00:00.000000000
2017-09-28 15:00:00,5.88,7.82,20.92,15,0 days 15:00:00.000000000
2017-09-28 16:00:00,8.68,10.77,15.38,16,0 days 16:00:00.000000000
2017-09-28 17:00:00,16.9,27.71,162.35,17,0 days 17:00:00.000000000
2017-09-28 18:00:00,16.63,23.67,104.0,18,0 days 18:00:00.000000000
2017-09-28 19:00:00,26.53,37.64,147.68,19,0 days 19:00:00.000000000
2017-09-28 20:00:00,46.39,59.75,118.8,20,0 days 20:00:00.000000000
2017-09-28 22:00:00,73.95,103.08,218.86,22,0 days 22:00:00.000000000
2017-09-28 23:00:00,74.28,100.28,222.58,23,0 days 23:00:00.000000000
2017-09-29 00:00:00,93.02,125.29,227.07,0,0 days 00:00:00.000000000
2017-09-29 01:00:00,36.79,49.17,84.92,1,0 days 01:00:00.000000000
2017-09-29 09:00:00,17.36,22.2,68.67,9,0 days 09:00:00.000000000
2017-09-29 10:00:00,20.76,29.42,106.46,10,0 days 10:00:00.000000000
2017-09-29 11:00:00,15.59,22.55,89.87,11,0 days 11:00:00.000000000
2017-09-29 12:00:00,12.91,18.86,99.12,12,0 days 12:00:00.000000000
2017-09-29 13:00:00,7.02,9.68,32.28,13,0 days 13:00:00.000000000
2017-09-29 14:00:00,4.35,5.72,14.91,14,0 days 14:00:00.000000000
2017-09-29 15:00:00,4.56,6.06,15.12,15,0 days 15:00:00.000000000
2017-09-29 17:00:00,6.32,9.18,37.36,17,0 days 17:00:00.000000000
2017-09-29 18:00:00,9.63,13.16,33.21,18,0 days 18:00:00.000000000
2017-09-29 20:00:00,35.12,45.22,99.17,20,0 days 20:00:00.000000000
2017-09-29 21:00:00,25.97,33.16,72.65,21,0 days 21:00:00.000000000
2017-09-29 22:00:00,18.2,24.39,72.04,22,0 days 22:00:00.000000000
2017-09-29 23:00:00,13.22,17.39,41.71,23,0 days 23:00:00.000000000
2017-09-30 00:00:00,16.67,24.0,85.3,0,0 days 00:00:00.000000000
2017-09-30 01:00:00,19.7,26.76,57.47,1,0 days 01:00:00.000000000
2017-09-30 10:00:00,9.97,15.06,67.31,10,0 days 10:00:00.000000000
2017-09-30 11:00:00,25.35,45.12,215.59,11,0 days 11:00:00.000000000
2017-09-30 12:00:00,21.81,31.19,104.8,12,0 days 12:00:00.000000000
2017-09-30 13:00:00,11.24,20.08,116.54,13,0 days 13:00:00.000000000
2017-09-30 14:00:00,11.53,19.15,89.41,14,0 days 14:00:00.000000000
2017-09-30 15:00:00,10.91,16.79,58.05,15,0 days 15:00:00.000000000
2017-09-30 16:00:00,8.68,11.83,37.88,16,0 days 16:00:00.000000000
2017-09-30 17:00:00,11.5,15.26,46.31,17,0 days 17:00:00.000000000
2017-09-30 18:00:00,18.6,24.36,57.38,18,0 days 18:00:00.000000000
2017-09-30 21:00:00,40.86,55.11,137.48,21,0 days 21:00:00.000000000
2017-09-30 22:00:00,33.34,50.38,210.0,22,0 days 22:00:00.000000000
2017-09-30 23:00:00,29.71,46.02,181.89,23,0 days 23:00:00.000000000
2017-10-01 09:00:00,9.59,12.45,29.0,9,0 days 09:00:00.000000000
2017-10-01 10:00:00,10.15,17.63,87.07,10,0 days 10:00:00.000000000
2017-10-01 11:00:00,8.06,12.42,50.27,11,0 days 11:00:00.000000000
2017-10-01 12:00:00,10.31,16.83,76.39,12,0 days 12:00:00.000000000
2017-10-01 13:00:00,14.31,22.75,111.15,13,0 days 13:00:00.000000000
2017-10-01 14:00:00,16.09,21.89,62.24,14,0 days 14:00:00.000000000
2017-10-01 15:00:00,8.52,11.09,32.87,15,0 days 15:00:00.000000000
2017-10-01 16:00:00,16.67,21.52,47.63,16,0 days 16:00:00.000000000
2017-10-01 17:00:00,14.76,19.96,50.84,17,0 days 17:00:00.000000000
2017-10-01 21:00:00,140.25,201.3,328.19,21,0 days 21:00:00.000000000
2017-10-01 22:00:00,72.89,98.01,214.05,22,0 days 22:00:00.000000000
2017-10-02 01:00:00,64.76,85.21,129.61,1,0 days 01:00:00.000000000
2017-10-02 08:00:00,30.19,38.02,64.54,8,0 days 08:00:00.000000000
2017-10-02 09:00:00,26.97,41.06,145.32,9,0 days 09:00:00.000000000
2017-10-02 10:00:00,31.59,47.44,171.06,10,0 days 10:00:00.000000000
2017-10-02 11:00:00,20.09,30.97,112.93,11,0 days 11:00:00.000000000
2017-10-02 12:00:00,8.05,13.18,82.43,12,0 days 12:00:00.000000000
2017-10-02 13:00:00,9.98,19.16,116.39,13,0 days 13:00:00.000000000
2017-10-02 14:00:00,7.79,13.73,54.23,14,0 days 14:00:00.000000000
2017-10-02 15:00:00,5.56,7.35,20.59,15,0 days 15:00:00.000000000
2017-10-02 16:00:00,4.85,7.19,30.23,16,0 days 16:00:00.000000000
2017-10-02 17:00:00,9.34,13.04,42.49,17,0 days 17:00:00.000000000
2017-10-02 18:00:00,11.56,18.81,114.55,18,0 days 18:00:00.000000000
2017-10-02 19:00:00,23.36,31.84,111.74,19,0 days 19:00:00.000000000
2017-10-02 20:00:00,44.13,61.23,212.02,20,0 days 20:00:00.000000000
2017-10-02 21:00:00,43.3,63.39,214.63,21,0 days 21:00:00.000000000
2017-10-02 22:00:00,55.68,72.69,186.63,22,0 days 22:00:00.000000000
2017-10-02 23:00:00,74.98,95.32,170.37,23,0 days 23:00:00.000000000
2017-10-03 00:00:00,38.23,59.59,277.31,0,0 days 00:00:00.000000000
2017-10-03 07:00:00,34.24,52.82,150.49,7,0 days 07:00:00.000000000
2017-10-03 08:00:00,25.14,42.21,246.32,8,0 days 08:00:00.000000000
2017-10-03 09:00:00,15.05,24.64,137.37,9,0 days 09:00:00.000000000
2017-10-03 10:00:00,13.4,29.29,235.36,10,0 days 10:00:00.000000000
2017-10-03 11:00:00,12.67,19.66,101.15,11,0 days 11:00:00.000000000
2017-10-03 12:00:00,13.67,19.62,73.9,12,0 days 12:00:00.000000000
2017-10-03 13:00:00,18.93,25.58,59.92,13,0 days 13:00:00.000000000
2017-10-03 14:00:00,10.98,14.67,31.32,14,0 days 14:00:00.000000000
2017-10-03 15:00:00,8.77,12.08,32.73,15,0 days 15:00:00.000000000
