TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),EVI,NDVI,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),average windspeed (m/s),min windspeed (m/s),max windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2018-04-15,6.71,9.46,17.34,0.2428,0.3909,89.92,5.51,87.79299999999999,3141.82,20.77,0.85,0.35,1.94,0,0,0,1,0,0,0,0
2018-04-16,5.8,8.17,15.18,0.2428,0.3909,94.63,14.17,87.904,1446.86,19.32,0.98,0.31,5.65,0,0,0,0,0,0,1,0
2018-04-17,6.7,9.48,16.33,0.2428,0.3909,86.04,0.8,87.962,2907.17,21.16,0.8,0.48,1.21,0,0,0,0,0,0,1,0
2018-04-18,7.045,10.27,19.99,0.2428,0.3909,88.46,4.96,87.883,2493.19,21.67,0.69,0.4,1.16,0,0,0,0,0,0,1,0
2018-04-19,7.39,11.06,23.65,0.2428,0.3909,86.46,1.15,87.79299999999999,2590.13,21.85,0.66,0.34,1.15,0,0,0,0,0,0,1,0
2018-04-20,9.68,14.41,30.57,0.2428,0.3909,84.88,0.13,87.70700000000001,2818.05,22.74,0.73,0.32,1.24,0,0,0,1,0,0,0,0
2018-04-21,4.81,6.98,13.97,0.2428,0.3909,88.67,5.27,87.71,3781.26,21.23,1.03,0.0,11.48,0,0,0,0,0,0,0,1
2018-04-22,11.64,15.97,21.73,0.2428,0.3909,90.04,2.48,87.76899999999999,2275.87,20.46,1.04,0.33,1.61,0,0,0,0,0,0,1,0
2018-04-23,10.74,15.08,26.24,0.2428,0.3909,86.96,1.23,87.704,2917.4,22.12,0.86,0.44,1.6,0,0,0,0,0,0,1,0
2018-04-24,6.98,9.96,19.81,0.2428,0.3909,92.33,2.0,87.73200000000001,1630.92,20.93,0.79,0.31,2.33,0,0,0,0,0,0,1,0
2018-04-25,4.42,6.36,14.65,0.2428,0.3909,83.33,1.52,87.74,4291.82,22.19,0.75,0.34,1.16,0,0,0,0,0,0,0,1
2018-04-26,5.01,7.35,18.17,0.2428,0.3909,85.96,1.6,87.71700000000001,2849.58,21.18,0.72,0.42,1.24,0,0,0,0,0,0,0,1
2018-04-27,2.31,3.51,12.63,0.2428,0.3909,86.42,1.63,87.78299999999999,4099.34,21.14,0.76,0.0,1.98,0,0,0,0,0,0,0,1
2018-04-28,4.51,6.63,17.22,0.2428,0.3909,85.17,0.91,87.771,3740.79,22.31,0.76,0.32,1.25,0,0,0,0,0,0,1,0
2018-04-29,4.42,6.34,14.41,0.2428,0.3909,84.67,0.68,87.801,2893.9,21.67,0.83,0.43,1.44,0,0,0,1,0,0,0,0
2018-04-30,4.7,6.72,15.73,0.2428,0.3909,78.96,0.38,87.762,5125.62,22.86,0.9,0.47,1.37,0,0,0,0,0,0,1,0
2018-05-01,2.55,3.66,8.38,0.1977,0.39399999999999996,88.25,0.42,87.87700000000001,2578.19,21.05,0.89,0.0,6.7,0,1,0,0,0,0,0,0
2018-05-02,3.56,5.54,17.94,0.1977,0.39399999999999996,83.5,0.38,87.822,2906.37,21.85,0.75,0.33,1.53,0,0,0,1,0,0,0,0
2018-05-03,4.81,7.06,19.49,0.1977,0.39399999999999996,82.5,0.24,87.64,3846.21,23.13,0.73,0.36,1.16,0,0,0,0,0,0,1,0
2018-05-04,6.77,9.49,19.96,0.1977,0.39399999999999996,81.38,0.14,87.617,3835.08,23.5,0.76,0.45,1.27,0,0,0,0,0,0,1,0
2018-05-05,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,91.17,0.16,87.66799999999999,1450.53,21.59,0.69,0.4,1.31,0,0,0,0,0,0,0,1
2018-05-06,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,86.75,0.18,87.771,3040.48,22.07,0.72,0.31,1.48,0,0,0,0,0,0,0,1
2018-05-07,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,84.13,0.16,87.807,3396.68,22.46,0.75,0.4,1.33,0,0,0,0,0,0,0,1
2018-05-08,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,84.25,0.1,87.66799999999999,3159.08,22.48,0.73,0.37,1.41,0,0,0,0,0,0,1,0
2018-05-09,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,82.67,0.08,87.625,2605.26,22.89,0.74,0.32,1.54,0,0,0,1,0,0,0,0
2018-05-10,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,81.46,0.04,87.714,3593.77,23.32,0.76,0.4,1.24,0,0,0,0,0,0,0,1
2018-05-11,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,92.71,0.04,87.713,992.72,20.13,0.83,0.32,2.05,0,0,0,1,0,0,0,0
2018-05-12,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,86.71,0.02,87.676,3483.47,21.94,0.69,0.39,1.2,0,0,0,0,0,0,0,1
2018-05-13,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,84.58,0.02,87.613,3640.18,23.02,0.7,0.36,1.23,0,0,0,0,0,0,1,0
2018-05-14,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,75.96,0.02,87.585,4329.51,23.4,0.78,0.34,1.3,0,0,0,0,0,0,1,0
2018-05-15,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,80.79,0.0,87.697,2965.28,22.19,0.85,0.44,1.28,0,0,0,1,0,0,0,0
2018-05-16,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,80.21,0.0,87.777,2692.15,21.96,0.67,0.3,1.19,0,0,0,0,0,0,0,1
2018-05-17,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,78.42,0.0,87.70299999999999,4196.15,23.29,0.87,0.39,1.55,0,0,0,0,0,0,1,0
2018-05-18,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,85.5,0.14,87.619,2191.56,22.12,0.65,0.4,1.0,0,0,0,1,0,0,0,0
2018-05-19,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,87.38,0.07,87.697,2531.57,21.05,0.71,0.3,1.11,0,0,0,0,0,0,1,0
2018-05-20,5.96,8.495000000000001,19.39,0.1977,0.39399999999999996,85.96,0.02,87.609,2204.02,21.75,0.73,0.38,1.09,0,0,0,1,0,0,0,0
2018-05-21,5.15,7.5,18.82,0.1977,0.39399999999999996,84.33,0.0,87.72,2774.89,21.4,0.84,0.23,1.28,0,0,1,0,0,0,0,0
2018-05-22,4.58,6.37,12.22,0.1977,0.39399999999999996,87.58,0.0,87.884,1652.99,20.22,0.67,0.29,1.14,0,0,0,1,0,0,0,0
2018-05-23,8.71,12.16,21.98,0.1977,0.39399999999999996,80.67,0.0,87.87299999999999,3332.31,21.5,0.69,0.3,1.26,0,0,0,1,0,0,0,0
2018-05-24,8.45,12.08,23.91,0.1977,0.39399999999999996,79.17,0.0,87.779,4052.89,22.02,1.01,0.26,2.1,0,0,0,0,1,0,0,0
2018-05-25,10.8,15.26,28.15,0.1977,0.39399999999999996,89.75,0.1,87.712,1577.31,20.85,0.54,0.27,0.9,0,0,0,1,0,0,0,0
2018-05-26,10.55,14.86,24.11,0.1977,0.39399999999999996,86.25,0.0,87.749,2195.85,22.07,0.57,0.29,0.82,0,0,0,0,0,0,0,1
2018-05-27,10.76,15.0,23.65,0.1977,0.39399999999999996,86.13,0.0,87.84299999999999,2788.66,21.62,0.59,0.3,1.07,0,0,0,0,0,0,0,1
2018-05-28,5.66,8.22,15.58,0.1977,0.39399999999999996,79.63,0.0,87.846,4687.42,22.14,0.81,0.33,1.47,0,0,0,0,0,0,1,0
2018-05-29,6.46,9.64,20.75,0.1977,0.39399999999999996,73.0,0.07,87.81,4461.5,22.17,0.82,0.28,1.54,0,0,0,0,0,0,1,0
2018-05-30,6.24,9.43,20.16,0.1977,0.39399999999999996,70.04,0.0,87.837,3940.2,23.01,0.99,0.42,1.87,0,0,0,0,1,0,0,0
2018-05-31,5.26,8.03,21.56,0.1977,0.39399999999999996,84.96,0.09,87.86,1844.99,21.7,0.61,0.2,1.18,0,0,0,0,0,0,0,1
2018-06-01,6.33,9.4,21.26,0.2662,0.41200000000000003,79.67,0.02,87.85,3956.08,22.97,0.91,0.3,1.77,0,0,0,0,1,0,0,0
2018-06-02,10.37,14.36,28.3,0.2662,0.41200000000000003,84.83,0.0,87.852,2599.87,22.19,0.63,0.34,1.02,0,0,0,1,0,0,0,0
2018-06-03,13.91,19.02,33.4,0.2662,0.41200000000000003,83.58,0.0,87.76899999999999,2868.83,22.65,0.64,0.32,1.14,0,0,0,0,0,0,0,1
2018-06-04,7.73,10.4,17.32,0.2662,0.41200000000000003,92.46,0.0,87.76299999999999,873.28,20.28,0.62,0.3,1.44,0,0,0,0,0,0,1,0
2018-06-05,5.26,6.78,10.07,0.2662,0.41200000000000003,93.71,0.0,87.883,1233.57,18.74,0.59,0.21,1.41,0,0,1,0,0,0,0,0
2018-06-06,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,86.0,0.02,87.927,2072.75,20.42,0.52,0.24,0.68,0,0,0,1,0,0,0,0
2018-06-07,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,84.08,0.0,87.939,2089.16,21.69,0.56,0.24,1.21,0,0,0,0,1,0,0,0
2018-06-08,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,79.71,0.02,87.96799999999999,3045.74,21.91,0.89,0.32,2.05,0,0,0,0,1,0,0,0
2018-06-09,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,76.88,0.0,87.92299999999999,3109.6,22.13,0.94,0.37,2.0,0,0,0,0,1,0,0,0
2018-06-10,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,73.13,0.0,87.925,3948.96,22.81,0.8,0.26,1.55,0,0,0,0,0,0,1,0
2018-06-11,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,75.71,0.0,87.969,3909.36,23.09,0.77,0.26,1.6,0,0,0,0,0,0,1,0
2018-06-12,4.41,6.140000000000001,12.945,0.2662,0.41200000000000003,70.96,0.02,88.00200000000001,3167.84,22.18,0.65,0.27,1.28,0,0,0,0,1,0,0,0
2018-06-13,3.56,5.5,15.82,0.2662,0.41200000000000003,81.96,0.0,87.963,3277.2,21.04,0.62,0.27,1.2,0,0,0,1,0,0,0,0
2018-06-14,4.93,7.45,18.64,0.2662,0.41200000000000003,84.0,0.0,87.93,3422.2,21.51,0.76,0.28,1.89,0,0,0,1,0,0,0,0
2018-06-15,5.81,8.9,23.53,0.2662,0.41200000000000003,78.5,0.0,87.882,3218.6,22.64,0.65,0.36,1.19,0,0,0,1,0,0,0,0
2018-06-16,7.41,10.82,25.28,0.2662,0.41200000000000003,77.13,0.0,87.874,3931.31,23.01,0.71,0.33,1.39,0,0,0,0,0,0,1,0
2018-06-17,7.66,11.1,25.03,0.2662,0.41200000000000003,73.29,0.0,87.781,3214.84,22.77,0.78,0.4,1.51,0,0,0,0,1,0,0,0
2018-06-18,10.28,14.96,33.01,0.2662,0.41200000000000003,77.0,0.02,87.71,2915.39,22.69,0.69,0.43,1.18,0,0,0,0,0,0,1,0
2018-06-19,4.44,6.48,13.76,0.2662,0.41200000000000003,83.67,0.02,87.865,3374.57,21.21,0.66,0.29,1.32,0,0,0,0,0,0,0,1
2018-06-20,5.54,7.99,18.05,0.2662,0.41200000000000003,86.21,0.02,87.99799999999999,1956.14,20.38,0.57,0.27,1.04,0,0,0,0,0,0,1,0
2018-06-21,9.99,14.09,24.52,0.2662,0.41200000000000003,85.38,0.0,88.014,2725.06,20.96,0.54,0.28,0.97,0,0,0,1,0,0,0,0
2018-06-22,4.58,6.83,13.89,0.2662,0.41200000000000003,85.17,0.0,87.973,2289.35,20.11,0.6,0.28,1.01,0,0,0,0,0,0,0,1
