"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2017-05-22 18:00:00,1017.14,72.0,66.7,83,6,200,,,,,,
2017-05-22 19:00:00,,71.6,66.2,83,6,230,,,,,,
2017-05-22 20:00:00,,71.6,68.0,88,6,210,,,,,,
2017-05-22 21:00:00,1017.93,70.7,,,5,300,,,,,,
2017-05-22 22:00:00,,71.6,69.8,94,5,270,,,,,,
2017-05-22 23:00:00,,69.8,68.0,94,4,360,,,,,,
2017-05-23 01:00:00,,69.8,68.0,94,14,200,,,,,,
2017-05-23 02:00:00,,71.6,66.2,83,16,140,,,,,,
2017-05-23 03:00:00,1017.70,70.7,66.4,86,16,180,,,,,,
2017-05-23 04:00:00,,71.6,66.2,83,8,180,,,,,,
2017-05-23 05:00:00,,73.4,68.0,83,8,180,,,,,,
2017-05-23 07:00:00,,71.6,69.8,94,7,160,,,,,,
2017-05-23 07:30:00,,69.8,66.2,88,9,110,,,,,,
2017-05-23 08:00:00,,69.8,68.0,94,8,330,,,,,,
2017-05-23 08:30:00,,,,,7,200,,,,,,
2017-05-23 09:30:00,,73.4,69.8,88,8,80,,,,,,
2017-05-23 10:00:00,,75.2,69.8,83,8,100,,,,,,
2017-05-23 10:30:00,,77.0,69.8,78,8,80,,,,,,
2017-05-23 11:00:00,,77.0,68.0,73,8,80,,,,,,
2017-05-23 11:30:00,,77.0,68.0,73,8,100,,,,,,
2017-05-23 12:30:00,1016.00,77.0,66.2,69,8,110,,,,,,
2017-05-23 14:00:00,,77.0,66.2,69,8,140,,,,,,
2017-05-23 16:00:00,,73.4,66.2,78,8,210,,,,,,
2017-05-23 17:00:00,,73.4,66.2,78,8,230,,,,,,
2017-05-23 18:00:00,1019.16,71.6,66.6,84,5,230,,,,,,
2017-05-23 19:00:00,,71.6,66.2,83,4,230,,,,,,
2017-05-23 20:00:00,,69.8,68.0,94,3,210,,,,,,
2017-05-24 05:00:00,,69.8,68.0,94,3,270,,,,,,
2017-05-24 07:00:00,,73.4,69.8,88,8,180,,,,,,
2017-05-24 08:00:00,,77.0,68.0,73,12,180,,,,,,
2017-05-24 10:00:00,,77.0,69.8,78,15,220,,,,,,
2017-05-24 11:00:00,,78.8,69.8,74,14,180,,,,,,
2017-05-24 13:00:00,,78.8,68.0,69,8,180,,,,,,
2017-05-24 14:00:00,,77.0,68.0,73,10,180,,,,,,
2017-05-24 15:00:00,1017.14,76.3,67.3,73,7,90,,,,,,
2017-05-24 15:30:00,,75.2,66.2,73,7,100,,,,,,
2017-05-24 16:00:00,,75.2,66.2,73,7,130,,,,,,
2017-05-24 16:30:00,,73.4,66.2,78,8,130,,,,,,
2017-05-24 17:00:00,,73.4,68.0,83,10,100,,,,,,
2017-05-24 17:30:00,,73.4,68.0,83,9,130,,,,,,
2017-05-24 18:00:00,1017.93,72.1,67.5,85,7,150,,,,,,
2017-05-24 18:30:00,,71.6,68.0,88,5,150,,,,,,
2017-05-24 19:00:00,,71.6,68.0,88,5,150,,,,,,
2017-05-24 19:30:00,,71.6,68.0,88,5,160,,,,,,
2017-05-24 20:00:00,,69.8,68.0,94,5,160,,,,,,
2017-05-24 20:30:00,,69.8,68.0,94,7,170,,,,,,
2017-05-24 21:00:00,1017.81,70.0,68.7,95,7,170,,,,,,
2017-05-24 21:30:00,,69.8,68.0,94,5,170,,,,,,
2017-05-24 22:00:00,,69.8,68.0,94,5,200,,,,,,
2017-05-24 22:30:00,,69.8,69.8,100,3,280,,,,,,
2017-05-24 23:00:00,,69.8,69.8,100,4,170,,,,,,
2017-05-24 23:30:00,,71.6,69.8,94,6,180,,,,,,
2017-05-25 00:30:00,,69.8,69.8,100,3,300,,,,,,
2017-05-25 01:00:00,,69.8,69.8,100,6,260,,,,,,
2017-05-25 01:30:00,,69.8,69.8,100,2,260,,,,,,
2017-05-25 02:00:00,,69.8,69.8,100,6,270,,,,,,
2017-05-25 02:30:00,,69.8,69.8,100,2,280,,,,,,
2017-05-25 03:30:00,,68.0,68.0,100,3,330,,,,,,
2017-05-25 04:00:00,,68.0,68.0,100,1,300,,,,,,
2017-05-25 04:30:00,,69.8,69.8,100,3,330,,,,,,
2017-05-25 05:00:00,,69.8,69.8,100,5,290,,,,,,
2017-05-25 07:00:00,,75.2,71.6,88,6,250,,,,,,
2017-05-25 08:00:00,,77.0,71.6,83,6,180,,,,,,
2017-05-25 10:00:00,,78.8,69.8,74,12,0,,,,,,
2017-05-25 10:30:00,1018.00,78.8,69.8,74,12,200,,,,,,
2017-05-25 11:00:00,,78.8,71.6,78,12,180,,,,,,
2017-05-25 13:00:00,,78.8,69.8,74,6,180,,,,,,
2017-05-25 14:00:00,,78.8,69.8,74,8,160,,,,,,
2017-05-25 16:00:00,,75.2,69.8,83,6,180,,,,,,
2017-05-25 18:00:00,1016.69,72.7,70.0,91,8,180,,,,,,
2017-05-25 19:00:00,,71.6,68.0,88,8,210,,,,,,
2017-05-25 20:00:00,,71.6,69.8,94,4,220,,,,,,
2017-05-25 21:00:00,1017.37,71.8,68.9,90,5,230,,,,,,
2017-05-25 22:00:00,,69.8,69.8,100,3,260,,,,,,
2017-05-25 23:00:00,,68.0,68.0,100,4,360,,,,,,
2017-05-26 01:00:00,,69.8,69.8,100,2,320,,,,,,
2017-05-26 01:30:00,,69.8,69.8,100,3,320,,,,,,
2017-05-26 02:30:00,,69.8,69.8,100,3,290,,,,,,
2017-05-26 03:30:00,,68.0,68.0,100,3,280,,,,,,
2017-05-26 05:00:00,,69.8,69.8,100,2,250,,,,,,
2017-05-26 08:00:00,,75.2,69.8,83,5,240,,,,,,
2017-05-26 10:00:00,,78.8,71.6,78,6,240,,,,,,
2017-05-26 11:00:00,,80.6,66.2,61,12,200,,,,,,
2017-05-26 13:00:00,,78.8,68.0,69,14,240,,,,,,
2017-05-26 13:30:00,,80.6,66.2,61,14,200,,,,,,
2017-05-26 14:00:00,,78.8,66.2,65,14,200,,,,,,
2017-05-26 14:30:00,,78.8,66.2,65,12,190,,,,,,
2017-05-26 16:00:00,,75.2,64.4,69,13,190,,,,,,
2017-05-26 17:00:00,,73.4,64.4,73,12,190,,,,,,
2017-05-26 18:00:00,1016.92,72.9,63.9,73,6,230,,,,,,
2017-05-26 19:00:00,,73.4,66.2,78,6,220,,,,,,
2017-05-26 20:00:00,,73.4,68.0,83,3,200,,,,,,
2017-05-26 21:00:00,1018.60,70.5,68.0,91,4,340,,,,,,
2017-05-26 22:00:00,,69.8,68.0,94,4,250,,,,,,
2017-05-26 23:00:00,,68.0,68.0,100,3,280,,,,,,
2017-05-27 01:00:00,,68.0,66.2,93,2,270,,,,,,
2017-05-27 02:00:00,,68.0,68.0,100,4,360,,,,,,
2017-05-27 03:00:00,1017.59,68.0,68.0,100,3,70,,,,,,
2017-05-27 04:00:00,,69.8,68.0,94,4,190,,,,,,
2017-05-27 05:00:00,,69.8,69.8,100,5,340,,,,,,
2017-05-27 07:00:00,,71.6,68.0,88,3,180,,,,,,
2017-05-27 08:00:00,,73.4,68.0,83,6,40,,,,,,
2017-05-27 09:00:00,1020.27,75.6,64.8,69,8,170,,,,,,
2017-05-27 10:00:00,,78.8,66.2,65,5,140,,,,,,
2017-05-27 11:00:00,,78.8,66.2,65,5,180,,,,,,
2017-05-27 12:00:00,1018.15,78.8,67.6,68,7,200,,,,,,
2017-05-27 13:00:00,,78.8,66.2,65,5,200,,,,,,
2017-05-27 14:00:00,,78.8,64.4,61,6,180,,,,,,
2017-05-27 15:00:00,1017.14,72.5,62.6,71,3,200,,,,,,
2017-05-27 16:30:00,,73.4,60.8,64,10,210,,,,,,
2017-05-27 17:00:00,,75.2,60.8,60,10,230,,,,,,
2017-05-27 18:00:00,1018.60,73.4,60.3,63,3,180,,,,,,
2017-05-27 19:00:00,,71.6,62.6,73,3,210,,,,,,
2017-05-27 20:00:00,,71.6,62.6,73,3,340,,,,,,
2017-05-27 22:00:00,,69.8,66.2,88,6,340,,,,,,
2017-05-27 23:00:00,,69.8,66.2,88,6,360,,,,,,
2017-05-28 00:00:00,1017.81,69.8,64.4,83,5,50,,,,,,
2017-05-28 01:00:00,,69.8,62.6,77,3,90,,,,,,
2017-05-28 02:00:00,,69.8,64.4,83,11,50,,,,,,
2017-05-28 04:00:00,,68.0,62.6,82,6,50,,,,,,
2017-05-28 05:00:00,,68.0,62.6,82,5,30,,,,,,
2017-05-28 06:00:00,1022.40,70.7,63.0,76,6,360,,,,,,
2017-05-28 07:00:00,,75.2,66.2,73,15,360,,,,,,
2017-05-29 01:00:00,,68.0,66.2,93,6,230,,,,,,
2017-05-29 01:30:00,,68.0,66.2,93,6,230,,,,,,
2017-05-29 02:00:00,,68.0,66.2,93,6,270,,,,,,
2017-05-29 02:30:00,,68.0,66.2,93,5,310,,,,,,
2017-05-29 03:00:00,1019.27,67.8,65.5,92,5,210,,,,,,
2017-05-29 03:30:00,,68.0,66.2,93,5,250,,,,,,
2017-05-29 04:00:00,,66.2,66.2,100,5,350,,,,,,
2017-05-29 04:30:00,,66.2,66.2,100,5,30,,,,,,
2017-05-29 05:00:00,,68.0,66.2,93,5,90,,,,,,
2017-05-29 18:00:00,1019.38,73.4,67.1,80,5,180,,,,,,
2017-05-29 21:00:00,1019.72,71.6,69.1,91,3,320,,,,,,
2017-05-30 01:00:00,,71.6,69.8,94,5,360,,,,,,
2017-05-30 02:00:00,,71.6,69.8,94,3,360,,,,,,
2017-05-30 03:00:00,,73.4,69.8,88,6,140,,,,,,
2017-05-30 04:00:00,,73.4,68.0,83,5,120,,,,,,
2017-05-30 05:00:00,,73.4,71.6,94,6,360,,,,,,
2017-05-30 07:00:00,,68.0,66.2,93,4,30,,,,,,
2017-05-30 08:00:00,,71.6,68.0,88,9,270,,,,,,
2017-05-30 10:00:00,,66.2,62.6,88,15,230,,,,,,
2017-05-30 11:00:00,,66.2,64.4,93,10,240,,,,,,
2017-05-30 12:00:00,1020.72,69.8,66.7,90,15,190,,,,,,
2017-05-30 13:00:00,,71.6,66.2,83,10,230,,,,,,
2017-05-30 14:00:00,,71.6,68.0,88,6,270,,,,,,
2017-05-30 15:00:00,1019.16,68.9,67.8,96,6,270,,,,,,
2017-05-30 16:00:00,,69.8,68.0,94,4,290,,,,,,
2017-05-30 17:00:00,,68.0,68.0,100,4,320,,,,,,
2017-05-30 18:00:00,1019.72,66.9,66.4,98,5,340,,,,,,
2017-05-30 19:00:00,,66.2,66.2,100,4,340,,,,,,
2017-05-30 20:00:00,,66.2,66.2,100,4,340,,,,,,
2017-05-30 22:00:00,,66.2,66.2,100,5,20,,,,,,
2017-05-30 23:00:00,,68.0,66.2,93,3,20,,,,,,
2017-05-31 00:00:00,1019.83,66.6,66.0,98,6,340,,,,,,
2017-05-31 01:00:00,,66.2,66.2,100,4,360,,,,,,
2017-05-31 02:00:00,,66.2,66.2,100,6,350,,,,,,
2017-05-31 04:00:00,,66.2,64.4,93,10,160,,,,,,
2017-05-31 05:00:00,,66.2,64.4,93,3,40,,,,,,
2017-05-31 07:00:00,,,,,5,260,,,,,,
2017-05-31 07:30:00,,69.8,68.0,94,6,190,,,,,,
2017-05-31 08:00:00,,71.6,68.0,88,5,170,,,,,,
2017-05-31 08:30:00,,71.6,69.8,94,6,90,,,,,,
2017-05-31 09:30:00,,75.2,69.8,83,6,100,,,,,,
2017-05-31 10:00:00,,75.2,68.0,78,5,30,,,,,,
2017-05-31 10:30:00,,73.4,68.0,83,7,100,,,,,,
2017-05-31 11:00:00,,73.4,68.0,83,5,160,,,,,,
2017-05-31 11:30:00,,75.2,69.8,83,6,150,,,,,,
2017-05-31 12:30:00,,75.2,68.0,78,8,150,,,,,,
2017-05-31 13:00:00,,75.2,68.0,78,7,150,,,,,,
2017-05-31 13:30:00,,75.2,68.0,78,7,140,,,,,,
2017-05-31 14:00:00,,77.0,68.0,73,7,150,,,,,,
2017-05-31 16:00:00,,73.4,68.0,83,5,230,,,,,,
2017-05-31 17:00:00,,73.4,66.2,78,10,210,,,,,,
2017-05-31 18:00:00,1019.83,71.6,67.3,86,7,230,,,,,,
2017-05-31 19:00:00,,71.6,68.0,88,3,230,,,,,,
2017-05-31 20:00:00,,69.8,68.0,94,0,0,,,,,,
2017-05-31 21:00:00,,69.8,69.8,100,5,320,,,,,,
2017-05-31 22:00:00,,68.0,68.0,100,5,30,,,,,,
2017-05-31 22:30:00,,68.0,68.0,100,6,360,,,,,,
2017-05-31 23:00:00,,68.0,68.0,100,6,360,,,,,,
2017-05-31 23:30:00,,68.0,68.0,100,5,10,,,,,,
2017-06-01 00:00:00,1017.25,67.3,67.1,99,3,360,,,,,,
2017-06-01 00:30:00,,69.8,68.0,94,5,290,,,,,,
2017-06-01 01:00:00,1019.00,68.0,66.2,93,3,360,,,,,,
2017-06-01 01:30:00,,69.8,68.0,94,4,290,,,,,,
2017-06-01 02:00:00,,69.8,68.0,94,3,190,,,,,,
2017-06-01 02:30:00,,69.8,68.0,94,5,350,,,,,,
2017-06-01 03:00:00,1019.60,69.8,68.5,95,7,350,,,,,,
2017-06-01 03:30:00,,69.8,68.0,94,8,30,,,,,,
2017-06-01 04:00:00,1019.00,68.0,66.2,93,5,360,,,,,,
2017-06-01 04:30:00,,69.8,69.8,100,5,340,,,,,,
2017-06-01 05:00:00,,71.6,69.8,94,5,340,,,,,,
2017-06-01 07:00:00,,75.2,69.8,83,1,360,,,,,,
2017-06-01 08:00:00,,68.0,68.0,100,7,180,,,,,,
2017-06-01 09:00:00,1022.06,69.8,69.3,98,9,270,,,,,,
2017-06-01 10:00:00,,73.4,68.0,83,6,270,,,,,,
2017-06-01 10:40:00,,71.6,69.8,94,6,350,,,,,,
2017-06-01 13:00:00,,75.2,69.8,83,7,270,,,,,,
2017-06-01 14:00:00,,75.2,66.2,73,3,190,,,,,,
2017-06-01 14:30:00,,75.2,68.0,78,6,180,,,,,,
2017-06-01 15:00:00,1018.93,73.9,68.0,81,4,180,,,,,,
2017-06-01 15:30:00,,,,,5,120,,,,,,
2017-06-01 16:00:00,,,,,2,150,,,,,,
2017-06-01 16:30:00,,73.4,68.0,83,2,160,,,,,,
2017-06-01 17:00:00,,71.6,68.0,88,3,350,,,,,,
2017-06-01 17:30:00,,71.6,68.0,88,0,0,,,,,,
2017-06-01 18:00:00,1019.94,70.7,67.5,89,2,160,,,,,,
2017-06-01 18:30:00,,69.8,68.0,94,5,310,,,,,,
2017-06-01 19:00:00,,69.8,68.0,94,5,290,,,,,,
2017-06-01 19:30:00,,68.0,68.0,100,0,0,,,,,,
2017-06-01 20:00:00,,68.0,68.0,100,2,160,,,,,,
2017-06-01 20:30:00,,68.0,68.0,100,6,290,,,,,,
2017-06-01 21:00:00,1021.17,68.0,67.5,98,6,280,,,,,,
2017-06-01 21:30:00,,68.0,68.0,100,6,280,,,,,,
2017-06-01 22:00:00,,68.0,68.0,100,5,270,,,,,,
2017-06-01 22:30:00,,69.8,68.0,94,3,300,,,,,,
2017-06-01 23:00:00,,69.8,68.0,94,6,270,,,,,,
2017-06-01 23:30:00,,68.0,68.0,100,5,300,,,,,,
2017-06-02 00:00:00,1019.49,68.4,68.4,100,5,280,,,,,,
2017-06-02 00:30:00,,68.0,68.0,100,6,270,,,,,,
2017-06-02 01:00:00,,68.0,68.0,100,5,330,,,,,,
2017-06-02 01:30:00,,68.0,66.2,93,5,330,,,,,,
2017-06-02 02:00:00,,68.0,66.2,93,5,330,,,,,,
2017-06-02 02:30:00,,68.0,66.2,93,5,20,,,,,,
2017-06-02 03:00:00,,68.0,66.2,93,5,20,,,,,,
2017-06-02 03:30:00,,71.6,69.8,94,9,50,,,,,,
2017-06-02 04:00:00,,71.6,68.0,88,8,50,,,,,,
2017-06-02 04:30:00,,71.6,66.2,83,7,50,,,,,,
2017-06-02 05:00:00,,71.6,68.0,88,5,20,,,,,,
2017-06-02 06:00:00,1021.17,73.4,68.5,84,5,30,,,,,,
2017-06-02 07:00:00,,77.0,68.0,73,6,180,,,,,,
2017-06-02 08:00:00,,77.0,68.0,73,12,190,,,,,,
2017-06-02 10:00:00,,78.8,68.0,69,12,180,,,,,,
2017-06-02 11:00:00,,78.8,69.8,74,12,180,,,,,,
2017-06-02 13:00:00,,78.8,69.8,74,10,220,,,,,,
2017-06-02 14:00:00,,78.8,69.8,74,8,200,,,,,,
2017-06-03 05:00:00,,69.8,68.0,94,14,180,,,,,,
2017-06-03 05:30:00,,69.8,68.0,94,14,190,,,,,,
2017-06-03 07:00:00,,71.6,68.0,88,12,190,,,,,,
2017-06-03 08:00:00,,75.2,69.8,83,12,180,,,,,,
2017-06-03 11:00:00,,77.0,69.8,78,15,270,,,,,,
2017-06-03 14:00:00,,77.0,66.2,69,10,190,,,,,,
2017-06-03 15:00:00,,75.2,64.4,69,6,180,,,,,,
2017-06-03 16:00:00,,73.4,64.4,73,4,210,,,,,,
2017-06-03 17:00:00,,73.4,64.4,73,5,210,,,,,,
2017-06-03 18:00:00,1019.16,71.6,65.3,80,0,0,,,,,,
2017-06-03 19:00:00,,69.8,68.0,94,4,360,,,,,,
2017-06-03 20:00:00,,68.0,68.0,100,5,20,,,,,,
2017-06-03 21:00:00,1020.27,68.0,66.9,96,5,360,,,,,,
2017-06-03 22:00:00,,68.0,68.0,100,3,360,,,,,,
2017-06-03 23:00:00,,68.0,68.0,100,4,360,,,,,,
2017-06-04 01:00:00,,66.2,66.2,100,4,20,,,,,,
2017-06-04 02:00:00,,68.0,64.4,88,3,340,,,,,,
2017-06-04 05:00:00,,66.2,66.2,100,4,340,,,,,,
2017-06-04 06:00:00,1021.06,70.5,67.5,90,4,360,,,,,,
2017-06-04 07:00:00,,75.2,68.0,78,4,20,,,,,,
2017-06-04 08:00:00,,77.0,69.8,78,2,340,,,,,,
2017-06-04 10:00:00,,78.8,69.8,74,14,180,,,,,,
2017-06-04 11:00:00,,78.8,68.0,69,8,160,,,,,,
2017-06-04 13:00:00,,77.0,68.0,73,6,180,,,,,,
2017-06-04 14:00:00,,75.2,69.8,83,7,160,,,,,,
2017-06-04 16:00:00,,73.4,68.0,83,5,160,,,,,,
2017-06-04 17:00:00,,73.4,68.0,83,4,180,,,,,,
2017-06-04 18:00:00,1019.16,73.4,67.6,82,8,160,,,,,,
2017-06-04 19:00:00,,71.6,69.8,94,5,40,,,,,,
2017-06-04 19:30:00,,71.6,68.0,88,2,350,,,,,,
2017-06-04 20:00:00,,71.6,68.0,88,5,340,,,,,,
2017-06-04 20:30:00,,69.8,69.8,100,5,340,,,,,,
2017-06-04 21:00:00,1019.27,69.8,69.3,98,5,340,,,,,,
2017-06-04 21:30:00,,69.8,69.8,100,5,340,,,,,,
2017-06-04 22:00:00,,69.8,69.8,100,5,340,,,,,,
2017-06-04 22:30:00,,69.8,69.8,100,4,340,,,,,,
2017-06-04 23:00:00,,69.8,69.8,100,2,290,,,,,,
2017-06-05 01:00:00,,68.0,68.0,100,4,270,,,,,,
2017-06-05 02:00:00,,68.0,68.0,100,0,0,,,,,,
2017-06-05 03:30:00,,68.0,68.0,100,0,0,,,,,,
2017-06-05 04:30:00,,68.0,68.0,100,3,350,,,,,,
2017-06-05 05:00:00,,69.8,69.8,100,5,50,,,,,,
2017-06-05 06:00:00,,73.4,69.8,88,0,0,,,,,,
2017-06-05 07:00:00,,77.0,71.6,83,8,160,,,,,,
2017-06-05 08:00:00,,78.8,71.6,78,7,180,,,,,,
2017-06-05 09:00:00,1020.39,79.7,72.5,78,12,180,,,,,,
2017-06-05 10:00:00,,78.8,71.6,78,12,160,,,,,,
2017-06-05 11:00:00,,78.8,71.6,78,14,220,,,,,,
2017-06-05 12:00:00,1018.15,78.4,71.1,78,13,250,,,,,,
2017-06-05 13:00:00,,,,,10,200,,,,,,
2017-06-05 14:00:00,,,,,12,180,,,,,,
2017-06-05 15:00:00,1016.81,77.0,69.6,78,12,190,,,,,,
2017-06-05 16:00:00,,,,,10,180,,,,,,
2017-06-05 17:00:00,,75.2,68.0,78,8,180,,,,,,
2017-06-05 18:00:00,1018.15,73.4,68.7,85,6,220,,,,,,
2017-06-05 19:00:00,,73.4,69.8,88,6,180,,,,,,
2017-06-05 20:00:00,,71.6,69.8,94,4,240,,,,,,
2017-06-05 21:00:00,1018.60,69.8,69.6,99,5,360,,,,,,
2017-06-05 22:00:00,,69.8,69.8,100,5,360,,,,,,
2017-06-05 23:00:00,,69.8,68.0,94,4,340,,,,,,
2017-06-06 01:00:00,,69.8,68.0,94,5,360,,,,,,
2017-06-06 02:00:00,,69.8,68.0,94,4,360,,,,,,
2017-06-06 04:00:00,,68.0,68.0,100,5,360,,,,,,
2017-06-06 04:30:00,,,,,4,50,,,,,,
2017-06-06 15:30:00,,77.0,69.8,78,6,120,,,,,,
2017-06-06 16:00:00,,75.2,69.8,83,6,120,,,,,,
2017-06-06 17:30:00,,73.4,68.0,83,8,150,,,,,,
2017-06-06 18:00:00,,73.4,69.8,88,7,150,,,,,,
2017-06-06 18:30:00,,73.4,69.8,88,,,,,,,,
2017-06-06 19:00:00,,73.4,69.8,88,5,160,,,,,,
2017-06-06 19:30:00,,71.6,69.8,94,5,150,,,,,,
2017-06-06 20:00:00,,71.6,69.8,94,3,180,,,,,,
2017-06-06 21:00:00,1018.15,70.2,69.6,98,3,270,,,,,,
2017-06-06 21:30:00,,69.8,69.8,100,3,310,,,,,,
2017-06-06 22:00:00,,69.8,69.8,100,3,310,,,,,,
2017-06-06 22:30:00,,71.6,69.8,94,3,310,,,,,,
2017-06-06 23:00:00,,,,,3,310,,,,,,
2017-06-06 23:30:00,,,,,3,310,,,,,,
2017-06-07 00:30:00,,68.0,68.0,100,4,310,,,,,,
2017-06-07 01:00:00,,68.0,68.0,100,1,300,,,,,,
2017-06-07 01:30:00,,68.0,68.0,100,5,300,,,,,,
2017-06-07 02:00:00,,68.0,68.0,100,1,300,,,,,,
2017-06-07 02:30:00,,68.0,68.0,100,5,340,,,,,,
2017-06-07 03:30:00,,68.0,68.0,100,2,300,,,,,,
2017-06-07 05:00:00,,68.0,68.0,100,6,320,,,,,,
2017-06-07 06:00:00,,73.4,69.8,88,5,320,,,,,,
2017-06-07 07:00:00,,75.2,69.8,83,5,320,,,,,,
2017-06-07 08:00:00,,77.0,69.8,78,5,220,,,,,,
2017-06-07 10:00:00,,78.8,69.8,74,6,190,,,,,,
2017-06-07 11:00:00,,78.8,69.8,74,12,230,,,,,,
2017-06-07 12:00:00,,78.8,69.8,74,12,230,,,,,,
2017-06-07 13:00:00,,80.6,69.8,69,12,190,,,,,,
2017-06-07 15:00:00,1016.58,77.9,68.9,73,9,240,,,,,,
2017-06-07 16:00:00,,75.2,69.8,83,5,210,,,,,,
2017-06-07 17:00:00,,75.2,68.0,78,4,220,,,,,,
2017-06-07 17:30:00,,73.4,68.0,83,3,210,,,,,,
2017-06-07 18:00:00,,73.4,68.0,83,3,240,,,,,,
2017-06-07 19:00:00,,73.4,68.0,83,4,240,,,,,,
2017-06-07 20:00:00,,71.6,68.0,88,2,290,,,,,,
2017-06-07 22:00:00,,68.0,68.0,100,2,20,,,,,,
2017-06-07 23:00:00,,68.0,68.0,100,3,360,,,,,,
2017-06-08 01:00:00,,68.0,66.2,93,2,360,,,,,,
2017-06-08 02:00:00,,68.0,66.2,93,4,30,,,,,,
2017-06-08 04:00:00,,68.0,66.2,93,5,40,,,,,,
2017-06-08 05:00:00,,69.8,68.0,94,6,40,,,,,,
2017-06-08 07:00:00,,75.2,71.6,88,9,300,,,,,,
2017-06-08 08:00:00,,78.8,69.8,74,10,300,,,,,,
2017-06-08 09:00:00,1019.60,79.7,70.0,72,5,300,,,,,,
2017-06-08 10:00:00,,80.6,69.8,69,5,250,,,,,,
2017-06-08 11:00:00,,80.6,69.8,69,10,220,,,,,,
2017-06-08 12:00:00,,80.6,69.8,69,12,220,,,,,,
2017-06-08 13:00:00,,80.6,68.0,65,10,200,,,,,,
2017-06-08 14:00:00,,80.6,68.0,65,8,200,,,,,,
2017-06-08 20:00:00,,71.6,69.8,94,3,30,,,,,,
2017-06-08 21:00:00,1018.60,69.8,69.8,100,5,360,,,,,,
2017-06-08 22:00:00,,69.8,68.0,94,4,30,,,,,,
2017-06-09 00:30:00,,68.0,68.0,100,7,350,,,,,,
2017-06-09 01:00:00,1017.00,68.0,68.0,100,7,350,,,,,,
2017-06-09 01:30:00,,68.0,68.0,100,5,350,,,,,,
2017-06-09 02:00:00,,68.0,68.0,100,6,350,,,,,,
2017-06-09 02:30:00,,68.0,68.0,100,5,320,,,,,,
2017-06-09 03:00:00,1016.92,68.0,67.5,98,10,320,,,,,,
2017-06-09 03:30:00,,68.0,68.0,100,5,20,,,,,,
2017-06-09 04:00:00,,68.0,68.0,100,5,360,,,,,,
2017-06-09 04:30:00,,68.0,68.0,100,3,90,,,,,,
2017-06-09 05:00:00,,68.0,68.0,100,6,20,,,,,,
2017-06-09 06:30:00,,73.4,66.2,78,8,350,,,,,,
2017-06-09 07:00:00,,73.4,66.2,78,10,360,,,,,,
2017-06-09 07:30:00,,73.4,66.2,78,15,360,,,,,,
2017-06-09 08:30:00,,77.0,66.2,69,10,20,,,,,,
2017-06-09 09:30:00,,78.8,66.2,65,10,0,,,,,,
2017-06-09 10:00:00,,78.8,66.2,65,8,160,,,,,,
2017-06-09 10:30:00,,78.8,66.2,65,7,180,,,,,,
2017-06-09 11:00:00,,78.8,66.2,65,6,180,,,,,,
2017-06-09 11:30:00,,78.8,66.2,65,6,160,,,,,,
2017-06-09 12:30:00,,77.0,66.2,69,10,160,,,,,,
2017-06-09 13:00:00,,75.2,66.2,73,15,160,,,,,,
2017-06-09 13:30:00,,75.2,66.2,73,10,160,,,,,,
2017-06-09 14:00:00,,75.2,66.2,73,9,180,,,,,,
2017-06-09 16:00:00,,73.4,68.0,83,3,220,,,,,,
2017-06-09 17:00:00,,73.4,66.2,78,2,160,,,,,,
2017-06-09 18:00:00,1017.93,72.7,66.9,82,5,180,,,,,,
2017-06-09 19:00:00,,71.6,64.4,78,4,180,,,,,,
2017-06-09 20:00:00,,69.8,66.2,88,3,20,,,,,,
2017-06-09 20:30:00,,68.0,68.0,100,2,350,,,,,,
2017-06-09 22:00:00,,68.0,66.2,93,2,20,,,,,,
2017-06-09 23:00:00,,66.2,66.2,100,2,350,,,,,,
2017-06-10 01:00:00,,66.2,66.2,100,2,350,,,,,,
2017-06-10 02:00:00,,68.0,66.2,93,3,360,,,,,,
2017-06-10 04:00:00,,66.2,66.2,100,2,340,,,,,,
2017-06-10 05:00:00,,69.8,69.8,100,5,270,,,,,,
2017-06-10 06:00:00,1019.72,73.0,70.7,92,4,270,,,,,,
2017-06-10 07:00:00,,75.2,71.6,88,4,190,,,,,,
2017-06-10 08:00:00,,77.0,71.6,83,8,180,,,,,,
2017-06-10 10:00:00,,80.6,71.6,74,7,160,,,,,,
2017-06-10 11:00:00,,80.6,68.0,65,18,180,,,,,,
2017-06-10 13:00:00,,80.6,69.8,69,16,140,,,,,,
2017-06-10 15:00:00,1017.14,77.9,68.0,71,12,180,,,,,,
2017-06-10 16:00:00,,75.2,66.2,73,10,200,,,,,,
2017-06-10 17:00:00,,75.2,66.2,73,14,180,,,,,,
2017-06-10 18:00:00,1017.25,73.4,67.1,80,10,180,,,,,,
2017-06-10 19:00:00,,73.4,68.0,83,5,180,,,,,,
2017-06-10 20:00:00,,73.4,66.2,78,5,180,,,,,,
2017-06-10 21:00:00,1017.70,68.9,67.6,95,5,360,,,,,,
