TimeStamp,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3)
2017-09-09,86.22,0,87.666,0,20.92,0,0,0,0,0,1,0,0,8.565,10.615,17.135
2017-09-10,78.17,0,87.715,3575.39,21.91,0,0,1,0,0,0,0,0,8.565,10.615,17.135
2017-09-11,75.27,1.77,87.657,4600.25,23.05,0,0,1,0,0,0,0,0,8.565,10.615,17.135
2017-09-13,90,0,87.73,0,20.46,1,0,0,0,0,0,0,0,8.565,10.615,17.135
2017-09-24,78.17,0,87.78,4839.53,22.02,0,0,0,0,0,1,0,0,8.565,10.615,17.135
2017-09-25,80.21,7.88,87.627,4820.36,21.65,1,0,0,0,0,0,0,0,8.565,10.615,17.135
2017-09-26,90.25,0,87.645,0,19.6,0,1,0,0,0,0,0,0,8.565,10.615,17.135
2017-10-31,84.5,1.07,87.665,0,20.55,0,0,1,0,0,0,0,0,9.43E+17,29,74.76
2017-11-01,73,1.67,87.624,4707.15,23.25,0,0,0,0,0,1,0,0,9.43E+17,29,74.76
2017-11-02,74.96,0.02,87.61,4683.44,22.99,0,0,0,0,0,0,0,1,9.43E+17,29,74.76
2017-11-03,81.25,10.1,87.56,4773.7,22.08,0,0,0,0,0,0,0,1,9.43E+17,29,74.76
2017-11-04,82.88,0,87.708,3302.85,20.49,0,0,0,0,0,1,0,0,9.43E+17,29,74.76
2017-11-05,80.63,0,87.734,3079.76,21.23,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-06,87.92,7.3,87.604,2781.42,20.95,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-07,92.29,66.84,87.723,2762.91,19.38,0,0,0,0,0,1,0,0,9.43E+17,29,74.76
2017-11-08,85.42,3.36,87.687,3191.81,21.62,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-09,86.33,1,87.632,3439.81,21.52,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-10,85.25,12.08,87.558,3612.91,21.24,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-11,78.5,0,87.563,4988.47,22.97,0,0,1,0,0,0,0,0,9.43E+17,29,74.76
2017-11-12,89.17,4.26,87.632,2888.44,21.12,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-13,85.38,6.98,87.574,4226.36,21.72,0,0,0,0,0,1,0,0,9.43E+17,29,74.76
2017-11-14,88.71,32.26,87.565,3049.48,20.91,0,1,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-15,75.54,0.05,87.505,5064.27,23.26,0,0,0,0,0,0,1,0,9.43E+17,29,74.76
2017-11-16,81.75,9.26,87.478,3873.78,22.2,0,0,0,0,1,0,0,0,9.43E+17,29,74.76
2017-11-17,77.04,1.64,87.52,4096.07,22.06,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-18,74.71,0,87.563,4927.37,22.61,0,0,0,1,0,0,0,0,9.43E+17,29,74.76
2017-11-19,72.63,0.04,87.574,5279.71,23.58,0,0,0,0,1,0,0,0,9.43E+17,29,74.76
2017-11-20,71,0,87.651,4566.07,23.17,0,0,1,0,0,0,0,0,9.43E+17,29,74.76
2017-11-21,60.54,0,87.555,5359.13,24.24,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-22,69.75,0,87.535,4130.73,23.58,0,0,0,1,0,0,0,0,9.43E+17,29,74.76
2017-11-23,72.17,0,87.571,3628.69,22.93,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-24,93.92,26.9,87.737,1205.04,19.13,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-25,76.67,0.77,87.773,4122.03,22.63,0,0,1,0,0,0,0,0,9.43E+17,29,74.76
2017-11-26,80.38,3.01,87.872,3721.45,21.57,0,0,0,1,0,0,0,0,9.43E+17,29,74.76
2017-11-27,82.92,1.98,87.778,3635.92,22.12,0,0,0,0,0,0,1,0,9.43E+17,29,74.76
2017-11-28,77.46,0.11,87.69,5622.47,23.11,0,0,1,0,0,0,0,0,9.43E+17,29,74.76
2017-11-29,80.13,24.5,87.756,3927.77,22.05,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-11-30,80.25,2.55,87.759,3589.94,21.77,1,0,0,0,0,0,0,0,9.43E+17,29,74.76
2017-12-01,81.21,0.05,87.656,4460.95,22,0,0,0,0,0,0,1,0,39.37,49.41,95.85
2017-12-02,76.13,0.82,87.635,4100.75,22.57,0,0,0,1,0,0,0,0,13.59,18,51.04
2017-12-03,76.96,0,87.691,3999.69,22.66,0,0,0,1,0,0,0,0,12.15,15.62,29.72
2017-12-04,82.46,0,87.673,2855.72,22.3,0,0,0,1,0,0,0,0,11.38,14.74,34.02
2017-12-05,75.33,0.08,87.578,5203.02,23.23,0,0,0,0,0,0,1,0,9.25,12.11,29.33
2017-12-06,80,0.53,87.549,2411.81,22.33,0,0,0,1,0,0,0,0,12.04,14.85,24.74
2017-12-07,82.79,5.23,87.498,2946.75,22.4,0,0,0,1,0,0,0,0,9.02,11.39,23.27
2017-12-08,79.5,0,87.46,3535.43,23.24,0,0,0,0,0,0,0,1,18.51,23.42,52.19
2017-12-09,87.63,4.37,87.491,2687.9,21.45,0,0,0,0,0,0,1,0,9.15,11.85,22.74
2017-12-10,78,0.15,87.561,4194.82,22.95,0,1,0,0,0,0,0,0,17.18,22.55,50.24
2017-12-11,73.13,0.1,87.669,4254.06,22.64,0,0,0,0,1,0,0,0,14.83,19.89,56.88
2017-12-12,75.71,0.15,87.678,5118.76,22.73,0,0,0,0,1,0,0,0,11.2,14.83,36.15
2017-12-13,66.58,0.1,87.645,5425.89,23.54,0,0,0,0,1,0,0,0,14.44,19.34,48.6
2017-12-14,71.13,0,87.633,3940.04,23.69,0,0,0,0,0,0,1,0,24.52,31.55,75.98
2017-12-15,69.38,0,87.616,3312.54,24.1,0,0,0,0,1,0,0,0,16.83,22.47,66.56
2017-12-16,68.83,0,87.613,4209.28,23.85,0,0,0,0,1,0,0,0,18.69,25.88,58.57
2017-12-17,75.96,0.15,87.594,4018.11,23.3,0,0,0,0,1,0,0,0,10.75,14.09,30.23
2017-12-18,75.33,0,87.558,3302.82,23.05,0,0,0,0,1,0,0,0,20.75,26.65,62.44
2017-12-19,70.75,0,87.563,4857.77,24.04,0,0,0,0,1,0,0,0,8.6,11.59,28.05
2017-12-20,74.92,0.04,87.67,4974.24,23.82,0,0,0,0,1,0,0,0,5.2,7.59,24.75
2017-12-21,71.5,0.09,87.678,4655.03,23.23,0,0,0,0,1,0,0,0,8.89,12.47,39.21
2017-12-22,70.04,0.03,87.589,4909.77,23.71,0,0,0,0,1,0,0,0,10.05,13.87,32.79
2017-12-23,62.33,0,87.526,4543.12,24.41,0,0,0,0,1,0,0,0,11.12,16,52.9
2017-12-24,56.04,0,87.492,4719.5,24.7,0,0,0,0,0,1,0,0,9.66,13.99,44.14
2017-12-25,61.21,0,87.598,4441.08,24.27,0,0,0,0,1,0,0,0,12.97,17.26,53.21
2017-12-26,72.67,0,87.537,5055.94,23.94,0,0,0,0,1,0,0,0,6.88,9.44,26.47
2017-12-27,69.58,0,87.449,4832.5,23.97,0,0,0,0,1,0,0,0,8.98,12.47,41.68
2017-12-28,65.75,0.05,87.496,4392.59,24.49,0,0,0,0,0,1,0,0,9.49,12.9,40.42
2017-12-29,67.38,0,87.614,4151.41,24.15,0,0,0,0,0,1,0,0,16.35,21.93,56.1
2017-12-30,83.46,5.79,87.653,1843.19,21.77,0,0,0,1,0,0,0,0,20.53,26.97,68.5
2017-12-31,91.96,10.01,87.685,1119.67,19.9,0,0,1,0,0,0,0,0,18.94,24.09,50.63
2018-01-01,81.17,0,87.631,2829.12,21.65,0,0,0,0,0,1,0,0,31.97,50.94,108.18
2018-01-02,81.71,0.06,87.59,3262.32,21.82,0,0,0,0,0,0,1,0,31.97,50.94,108.18
2018-01-03,62.67,0.06,87.596,4191.76,23.04,0,0,0,0,0,1,0,0,45,77.79,165.73
2018-01-04,71.96,0.02,87.713,3715.14,22.24,0,0,0,0,0,1,0,0,44.65,81.13,160.52
2018-01-05,60.33,0.08,87.563,4203.79,23.28,0,0,0,0,0,1,0,0,58.15,81.31,119.34
2018-01-06,49.38,0,87.578,4063.62,22.86,0,0,0,0,0,1,0,0,18.43,25.43,55.26
2018-01-07,48.04,0,87.61,4169.88,22.85,0,0,0,0,0,1,0,0,19.17,26.61,61.17
2018-01-08,42.29,0,87.653,4798.52,23.7,0,0,0,0,0,1,0,0,20.36,28.7,63.24
2018-01-09,52.08,0,87.699,4710.61,23.53,0,0,0,0,0,1,0,0,17.48,22.96,51.25
2018-01-10,52.04,0.07,87.621,4064.56,24.46,0,0,0,0,0,1,0,0,14.69,20.53,52.91
2018-01-11,59.33,0,87.603,3672.02,24.48,0,0,0,0,1,0,0,0,17.99,24.73,58.19
2018-01-12,83.96,20.53,87.637,1804.81,20.85,0,0,0,1,0,0,0,0,12.82,17.11,39.3
2018-01-13,80.67,0.02,87.606,3120.51,22.38,0,0,0,0,0,0,1,0,12.23,15.67,28.44
2018-01-14,74.42,0.77,87.602,4307.81,22.78,0,0,0,0,0,0,1,0,9.55,12.58,22.64
2018-01-15,72.79,0,87.654,4218.56,23.74,0,0,0,0,0,1,0,0,10.97,15.05,32.78
2018-01-16,77.79,0.14,87.605,3986.33,23.33,0,0,0,0,1,0,0,0,10.93,15.38,38.46
2018-01-17,58.38,0,87.475,5122.16,24.03,0,0,1,0,0,0,0,0,13,19.74,62.22
2018-01-18,76.88,0.13,87.525,3739.29,23.37,0,0,0,0,0,0,1,0,18.34,25.67,68.63
2018-01-19,72.13,0.12,87.514,4324.3,24.27,0,0,0,0,0,1,0,0,12.06,17.76,55.08
2018-01-20,71.67,0,87.638,2433.21,22.74,0,0,0,0,0,0,1,0,22.06,29.71,64.19
2018-01-21,70.63,0,87.617,4919.34,23.03,0,0,0,0,0,0,0,1,8.09,10.54,26.38
2018-01-22,66.46,0.06,87.473,4437.5,24.16,0,0,0,0,1,0,0,0,10.45,13.66,38.58
2018-01-23,71.71,0,87.448,3471.57,23.03,0,0,0,0,1,0,0,0,15.41,19.15,39.95
2018-01-24,88.63,4.96,87.544,1640.06,19.65,0,0,0,0,0,0,0,1,11.24,13.95,32.17
2018-01-25,84.79,0.02,87.616,1552.61,19.29,0,0,0,0,0,0,0,1,14.27,17.45,30.52
2018-01-26,83.42,0.73,87.599,2012.86,20.85,0,0,0,0,0,0,1,0,17.3,20.95,28.87
2018-01-27,75,0.16,87.541,3883.04,23.01,0,0,0,0,0,1,0,0,21.7,27.53,47.75
2018-01-28,79.96,0.06,87.507,3750.27,22.57,0,0,0,0,0,0,1,0,15.7,20.9,44.45
2018-01-29,78.29,0.25,87.525,3357.97,23.14,0,0,0,0,0,0,1,0,15.87,20.98,54.05
2018-01-30,66.38,0.12,87.534,4469.12,24.16,1,0,0,0,0,0,0,0,16.09,22.57,58.33
2018-01-31,63.58,0.08,87.528,4984.53,24.22,0,0,0,0,0,0,1,0,13.33,18.78,50.2
2018-02-01,66.71,0.1,87.448,4380.57,24.02,0,0,0,0,0,0,0,1,15.29,20.36,54.06
2018-02-02,73.21,0.04,87.45,3705.59,23.97,0,0,0,0,0,0,1,0,18.43,24.8,64.76
2018-02-03,66.54,0.04,87.481,5132.9,24.87,0,0,0,0,0,0,1,0,8.07,11.32,29.68
2018-02-04,65.17,0.05,87.437,4977.85,24.85,0,0,0,0,1,0,0,0,13.75,18.09,46.15
2018-02-05,57.42,0,87.373,4577.99,25.79,0,0,0,0,0,0,0,1,9.42,12.8,35.68
2018-02-06,59.46,0,87.405,3343.79,25.05,0,0,0,0,1,0,0,0,10.59,14.43,36.98
2018-02-07,76.04,0.07,87.398,3683.76,24.06,0,1,0,0,0,0,0,0,9.76,13.54,35.42
2018-02-08,74.46,0.1,87.401,4288.39,24.65,0,0,0,0,0,0,1,0,9.08,13.44,33.88
2018-02-09,75.67,0.07,87.408,1576.59,22.29,0,0,0,0,0,0,1,0,16.36,21.91,58.53
2018-02-10,75.38,0.12,87.35,3824.68,24.21,0,0,0,0,0,0,1,0,5.73,7.56,16.24
2018-02-11,68,0.02,87.498,4553.84,24.51,0,0,0,0,1,0,0,0,2.56,2.65,2.65
2018-02-12,76.67,0.68,87.638,3509.53,23.5,0,0,0,0,0,0,1,0,2.79,2.88,2.88
2018-02-13,69.25,0,87.624,4829.82,24.7,0,0,0,0,1,0,0,0,1.3,1.36,1.47
2018-02-14,69.63,0.02,87.572,3715.19,24.88,0,0,0,0,0,0,0,1,2.15,2.525,4.14
2018-02-15,67.25,0,87.523,5386.66,25.3,0,0,0,0,1,0,0,0,3,3.69,6.81
2018-02-16,62.75,0,87.52,5139.5,25.52,0,0,0,0,1,0,0,0,3.52,4.39,7.17
2018-02-17,55.88,0,87.437,4915.15,26.28,0,0,0,0,1,0,0,0,3.67,4.56,7.59
2018-02-18,62.13,1.77,87.406,3545.44,25.27,0,0,0,0,1,0,0,0,5.64,7.08,13.46
2018-02-19,78.96,27.45,87.512,3050.26,22.12,0,0,0,0,0,0,1,0,4.84,5.64,6.48
2018-02-20,78.63,0.07,87.454,3438.21,22.7,1,0,0,0,0,0,0,0,2.75,3.32,5.28
2018-02-21,81.21,1.23,87.459,2705.65,21.37,0,0,0,1,0,0,0,0,3.15,3.71,5.86
2018-02-22,74.5,0,87.313,3785.42,23.6,0,0,0,0,0,0,1,0,8.21,9.52,11.38
2018-02-23,73.83,1.2,87.339,4499.87,24.04,0,0,0,0,0,0,0,1,4.49,5.31,6.98
2018-02-24,79.29,0,87.517,3559.51,22.66,0,0,0,0,0,0,1,0,5.14,6.01,8.43
2018-02-25,73.63,0,87.556,3983.18,23.7,0,0,0,0,0,0,1,0,6.31,7.34,9.47
2018-02-26,77.04,9.9,87.529,3783.19,22.42,0,0,1,0,0,0,0,0,3.44,3.99,4.89
2018-02-27,79.13,10.67,87.578,3805.53,22.08,0,0,0,1,0,0,0,0,1.59,1.96,3.57
2018-02-28,78.25,0,87.604,3128.3,22.62,1,0,0,0,0,0,0,0,5.84,6.67,9.48
2018-03-01,85.25,69.87,87.628,3223.45,20.63,0,1,0,0,0,0,0,0,5.4,6.35,8.04
2018-03-02,90.79,0.11,87.68,1751.82,19.3,1,0,0,0,0,0,0,0,2.49,3.15,4.33
2018-03-03,83.96,14.76,87.557,2776.52,20.83,0,1,0,0,0,0,0,0,7.04,8.69,9.97
2018-03-04,97.58,35.03,87.665,890.02,18.53,0,1,0,0,0,0,0,0,6.415,8.685,10.625
2018-03-05,84.29,0.04,87.63,2959.9,21.89,0,0,0,0,0,0,0,1,5.79,8.68,11.28
2018-03-06,91.04,3.36,87.779,1667.21,20.04,0,0,0,0,1,0,0,0,4.18,5.88,8.31
2018-03-07,77.08,0.15,87.758,5019.44,22.61,0,0,0,0,0,0,0,1,3.04,4.01,5.1
2018-03-08,76.04,1.33,87.632,5550.29,23.34,0,0,0,0,0,0,1,0,2.64,3.29,3.89
2018-03-09,76.38,0,87.528,3700.4,24.09,0,0,0,0,0,0,1,0,4.19,5.11,6.21
2018-03-10,78.29,0.86,87.578,3456.09,22.73,0,0,0,0,0,0,1,0,4.6,5.57,6.41
2018-03-11,76.83,0,87.668,4094.07,22.47,0,1,0,0,0,0,0,0,4.03,4.86,6.57
2018-03-12,82.75,2.36,87.778,1877.02,21.48,0,0,0,1,0,0,0,0,6.57,7.92,8.72
2018-03-13,84.42,0,87.767,2080.23,21.74,0,0,0,0,0,0,1,0,9.15,10.54,11.34
2018-03-14,86.42,5.47,87.578,2669.74,22.19,0,0,0,0,0,0,0,1,3.85,4.77,5.44
2018-03-15,96.21,24.82,87.726,804.91,19.15,0,0,1,0,0,0,0,0,3.39,4.445,5.31
2018-03-16,83.17,0,87.642,3314.87,22.3,0,0,0,0,0,0,0,1,2.93,4.12,5.18
2018-03-17,77.96,0,87.494,4493.03,23.77,0,0,0,0,0,0,0,1,3.17,4.02,5.31
2018-03-18,83.17,5.95,87.469,2278.77,21.17,0,0,0,1,0,0,0,0,8.61,10.28,13.13
2018-03-19,85,2.88,87.68,3428.57,20.95,0,0,1,0,0,0,0,0,2.23,2.7,3.87
2018-03-20,86.33,0.3,87.656,3262.86,21.25,0,1,0,0,0,0,0,0,4.76,5.57,6.38
2018-03-21,87.63,9.83,87.781,3215.46,21.21,0,0,0,0,0,0,0,1,4.36,5.19,6.23
2018-03-22,79.58,0.36,87.698,5318.26,23.06,0,0,0,0,0,0,0,1,3.08,3.72,5.04
2018-03-23,78.54,0.1,87.501,4925.53,24.05,0,0,0,0,0,0,0,1,3.1,3.69,5.14
2018-03-24,78.38,0.04,87.515,4017.79,23.77,0,0,0,0,0,0,1,0,3.75,4.45,6.07
2018-03-25,77.92,0.12,87.65,4748.45,22.93,0,0,0,0,0,0,1,0,3.44,4.14,6.93
2018-03-26,77.54,0.08,87.653,4461.32,23.66,0,0,0,0,0,0,0,1,2.42,2.93,4.21
2018-03-27,82.88,0.08,87.531,2849.16,22.81,0,0,0,1,0,0,0,0,3.66,4.62,6.49
2018-03-28,79.25,0.62,87.545,3300.59,22.27,0,0,0,1,0,0,0,0,3.39,4.28,6.16
2018-03-29,81.88,0.21,87.707,2449.3,21.77,0,0,0,1,0,0,0,0,3.36,4.3,7.38
2018-03-30,85.21,0.21,87.695,2502.43,22.1,0,0,0,1,0,0,0,0,4.95,5.87,7.39
2018-03-31,78.96,0.1,87.521,3409.52,22.94,0,0,0,0,0,0,0,1,5.52,6.29,7.39
2018-04-01,88.33,18.7,87.443,2250.86,21.56,0,0,0,1,0,0,0,0,9.49,10.62,12.61
2018-04-02,90.21,11.17,87.364,2572.58,21.55,0,0,0,1,0,0,0,0,4.71,5.36,6.05
2018-04-03,92.42,20.49,87.439,2929.92,20.7,0,0,0,0,0,0,1,0,3.76,4.28,4.89
2018-04-04,88.54,3,87.62,2566.76,20.48,0,0,0,1,0,0,0,0,1.48,1.73,2.41
2018-04-05,83.92,0,87.496,3512.24,21.37,0,0,0,0,0,0,1,0,2.38,2.82,4.26
2018-04-06,85.42,0.17,87.457,2065.05,21.09,0,0,0,1,0,0,0,0,5.36,6.43,10.08
2018-04-07,83.75,0,87.58,2646.75,21.21,0,0,0,1,0,0,0,0,1.67,2.01,2.48
2018-04-08,82.75,7.3,87.715,3586.29,21.07,0,0,0,0,0,1,0,0,1.77,2.05,2.69
2018-04-09,85.42,0.17,87.642,2700.17,21.18,0,0,0,1,0,0,0,0,1.87,2.22,3.74
2018-04-10,79.17,0.02,87.566,3059.13,22.48,0,0,0,0,0,0,0,1,2,2.49,4.88
2018-04-11,90.46,9.95,87.582,1727.71,20.49,0,0,0,1,0,0,0,0,16.69,20.05,29.5
2018-04-12,80.71,0.16,87.639,3930.66,22.13,0,0,0,1,0,0,0,0,0.93,1.24,2.99
2018-04-13,84.42,37.24,87.71,2893.87,21.95,0,0,0,1,0,0,0,0,1.44,1.83,3.51
2018-04-14,94.58,8.13,87.905,1620.33,18.51,0,0,1,0,0,0,0,0,1.42,1.765,3.07
2018-04-15,89.92,5.51,87.793,3141.82,20.77,0,0,0,1,0,0,0,0,1.4,1.7,2.63
2018-04-16,94.63,14.17,87.904,1446.86,19.32,0,0,0,0,0,0,1,0,1.615,2.05,3.355
2018-04-17,86.04,0.8,87.962,2907.17,21.16,0,0,0,0,0,0,1,0,1.83,2.4,4.08
2018-04-18,88.46,4.96,87.883,2493.19,21.67,0,0,0,0,0,0,1,0,2.45,3.26,6.89
2018-04-19,86.46,1.15,87.793,2590.13,21.85,0,0,0,0,0,0,1,0,2.75,3.69,7.94
2018-04-20,84.88,0.13,87.707,2818.05,22.74,0,0,0,1,0,0,0,0,2.51,3.4,5.66
2018-04-21,88.67,5.27,87.71,3781.26,21.23,0,0,0,0,0,0,0,1,1.3,1.5,1.71
2018-04-22,90.04,2.48,87.769,2275.87,20.46,0,0,0,0,0,0,1,0,2.77,3.16,3.69
2018-04-23,86.96,1.23,87.704,2917.4,22.12,0,0,0,0,0,0,1,0,3.44,3.87,4.16
2018-04-24,92.33,2,87.732,1630.92,20.93,0,0,0,0,0,0,1,0,0.59,0.65,0.68
2018-04-25,83.33,1.52,87.74,4291.82,22.19,0,0,0,0,0,0,0,1,0.75,0.86,0.92
2018-04-26,85.96,1.6,87.717,2849.58,21.18,0,0,0,0,0,0,0,1,1.91,2.12,2.18
2018-04-27,86.42,1.63,87.783,4099.34,21.14,0,0,0,0,0,0,0,1,1.12,1.25,1.3
